challenge,prediction,d12,d13,d23,d14,d24,d34
256,3,0.5168419895801046,0.48273836874986453,0.5064366891182539,0.8916274607105422,0.879438239909804,0.8677048412226319
257,2,0.4870614038126835,0.5774113855434846,0.7737730905792053,0.5066025757007435,0.6633421787924966,0.8895917673074147
258,3,0.2861643142269865,0.183386906610565,0.2231362166382721,0.5284598164211527,0.5850832313625336,0.5956547638692768
259,0,0.45638789460228735,0.4122004904043669,0.19431149162129357,0.4988885793022222,0.2767007925984727,0.19731518675564663
260,dont_know
261,3,0.10559137564138843,0.2329797875588543,0.1282282256040903,0.7576973384977959,0.8593750707389007,0.9062654148426337
262,0,0.5941831270274667,0.5019855505557238,0.5780921992312416,0.5082847754111157,0.27466067760284385,0.42380480061692016
263,3,0.22765586297942753,0.4942030799448739,0.7107009616416717,0.9411215848993189,0.9204526438934095,0.8426002337086438
264,1,0.7961436403766627,0.3361491253701645,0.6841868162639636,0.6800669967675255,0.8339790570609438,0.7915161109414253
265,dont_know
266,3,0.1712966889754386,0.1689466111575033,0.082291012734385,0.7171750383117768,0.7303497774837402,0.6843134979805277
267,3,0.5298948273712666,0.40679648262182566,0.337427895795692,0.9207325360848666,0.7747596065690978,0.7061883605240844
268,3,0.47374366422540526,0.619507805352949,0.3539654622970886,0.8466515710510735,0.7472608154324553,0.7712700361242568
269,3,0.5409637867148271,0.5979848141574671,0.3950865169164587,0.6343617370316472,0.8403047978292901,1.0685102499883798
270,3,0.34392888184731685,0.5864353677455041,0.4326234788361457,0.7698716835862941,0.8249997780202825,0.5395702632249557
271,0,0.5569577598412003,0.7242798651401454,0.3595981483959432,0.6800493819712131,0.4612762721680901,0.6505005862815635
272,3,0.5196180680792466,0.7324516858817006,0.37988728372606273,0.974155645319835,0.8087081970347665,0.6861026019865472
273,3,0.42522984106556105,0.6102595939400638,0.581484979902104,0.9479509100702239,1.0211000338783127,0.9879028895435006
274,3,0.6200541093046466,0.6342810948369988,0.7946121455192858,1.0320007527267636,0.961159398878233,0.7627698717506667
275,1,0.6128082842577193,0.4082112699682864,0.5915198777866186,0.26590653009536325,0.5592062888081601,0.3966799864691971
276,2,0.15603136885468827,0.5299059742556951,0.5532754701684715,0.5130754486563822,0.45144798003838704,0.6930198015733107
277,3,0.608212313259247,0.07738892221524896,0.5559129102653834,0.6859624596237148,1.0050880425446154,0.7430647071581129
278,3,0.17541097868161015,0.24801295240724952,0.18434839639852585,0.4930431349486212,0.49331691027327107,0.3282902164525907
279,3,0.5571196139181347,0.4922293800904516,0.23336615649005243,0.9209903143262176,1.0111103812723212,1.085784681222229
280,1,0.5432412158257991,0.6229985435875346,0.7074646784725482,0.5395008928666247,0.8016264018032762,0.5807425902445382
281,3,0.1432564849216562,0.16672120079407104,0.13665501389828072,0.33855949248779127,0.4097536711661043,0.35951285578217584
282,1,0.2821025201702464,0.13962334591809766,0.23638274883082855,0.1226897672280789,0.2554767015618127,0.1672184101113765
283,2,0.23606538782949904,0.6011681577633748,0.6159858731894303,0.5065218623968204,0.4970114911531044,0.9490737389987843
284,2,0.5313900189040955,0.7237513767039319,0.7619608495769239,0.5450712094578315,0.7100343145020742,0.736431774456161
285,1,0.4267647782463242,0.3731445903731121,0.374224215087668,0.30039635728288516,0.4822233954076687,0.3554223995682797
286,2,0.25334623968291436,0.5554935706295637,0.6730226042527981,0.251271639850263,0.45561433520918004,0.49500281946353675
287,1,0.8310432894032297,0.38479156401170866,0.6761787323792566,0.546697801439137,0.553675902324853,0.39913474987351005
288,1,1.068224121086685,0.5856479607831915,0.7854424988242432,0.6862256160768336,0.6948858519675634,0.5231678992977673
289,1,0.7314666638073604,0.5808321746318552,0.7746394488976174,0.5775836405911583,0.7418426729074263,0.3040778931988979
290,dont_know
291,1,1.1201332901536782,0.8532247688306843,0.6286337951204091,0.7242065755572049,1.002806719030343,0.622535887403521
292,2,0.5210498677359283,0.5894012400083734,0.663522222947462,0.6356818374357721,0.5275068327615344,0.7382768140217908
293,dont_know
294,3,0.3899528229977923,0.25727407045375017,0.3544415714222179,0.33913321817454867,0.41004791185101974,0.4111198448144945
295,3,0.3192166999755468,0.2503706408174403,0.12797477675655267,0.8620631433058537,0.8461482112048155,0.8918999939298818
296,3,0.15506321762813702,0.3856600228418795,0.42501472134684837,0.9623337135106063,0.9613801593822838,0.7945740247028671
297,0,0.3408512354315477,0.5115531168270455,0.32200048626668387,0.4099610517405323,0.2099089739340705,0.21371523873817688
298,3,0.45558005376397137,0.5531863563801649,0.4162994762214419,0.9742479355525822,0.9762535311882062,0.9865486101229494
